"1_knw","2122_NA"
"1_knw","2213_kqz"
"1_knw","3014_ngh"
"3_knw","14_hnh"
"3_knw","19_gwj"
"3_knw","27_aue"
"3_knw","1558_her"
"3_knw","1560_her"
"3_knw","1819_ktz"
"3_knw","1820_ktz"
"3_knw","2118_xuu"
"3_knw","3077_nhr"
"3_knw","5011_yey"
"10_taa","1064_tfn"
"10_taa","4229_tcb"
"14_hnh","1560_her"
"14_hnh","1819_ktz"
"14_hnh","1820_ktz"
"14_hnh","2118_xuu"
"14_hnh","2119_xuu"
"14_hnh","2120_xuu"
"14_hnh","2121_xuu"
"14_hnh","4145_sbs"
"14_hnh","4475_NA"
"14_hnh","4975_yax"
"14_hnh","4976_yax"
"14_hnh","5011_yey"
"14_hnh","5013_yey"
"15_gnk","19_gwj"
"15_gnk","27_aue"
"15_gnk","1558_her"
"15_gnk","1560_her"
"15_gnk","1598_hoo"
"15_gnk","1820_ktz"
"15_gnk","2076_xkv"
"15_gnk","3077_nhr"
"15_gnk","3078_nhr"
"15_gnk","4176_nmn"
"19_gwj","27_aue"
"19_gwj","1558_her"
"19_gwj","1560_her"
"19_gwj","1819_ktz"
"19_gwj","1820_ktz"
"19_gwj","2076_xkv"
"19_gwj","3077_nhr"
"19_gwj","3078_nhr"
"19_gwj","4176_nmn"
"19_gwj","4177_nmn"
"24_huc","2076_xkv"
"24_huc","4482_two"
"27_aue","1558_her"
"27_aue","1560_her"
"27_aue","1819_ktz"
"27_aue","1820_ktz"
"27_aue","3077_nhr"
"27_aue","3078_nhr"
"27_aue","4176_nmn"
"28_aue","1559_her"
"29_aas","127_wbj"
"29_aas","641_bou"
"29_aas","729_bds"
"29_aas","1082_dhs"
"29_aas","1123_doe"
"29_aas","1506_gwe"
"29_aas","1931_kcu"
"29_aas","2348_wka"
"29_aas","2765_mhd"
"29_aas","3155_nsg"
"29_aas","3156_nsg"
"29_aas","3803_tga"
"29_aas","3835_sad"
"29_aas","3888_seg"
"29_aas","4656_vid"
"29_aas","5078_zaj"
"30_abg","39_ado"
"30_abg","64_adz"
"30_abg","93_aki"
"30_abg","94_mmq"
"30_abg","116_miw"
"30_abg","131_gah"
"30_abg","136_Nanubae [afk]; Tapei [afp]"
"30_abg","177_aew"
"30_abg","196_pda"
"30_abg","199_aod"
"30_abg","214_aog, myd"
"30_abg","224_anj"
"30_abg","231_kbx"
"30_abg","255_awm"
"30_abg","277_msy"
"30_abg","343_aya"
"30_abg","348_NA"
"30_abg","397_bpi"
"30_abg","435_byz"
"30_abg","543_bie"
"30_abg","576_bql"
"30_abg","606_bwm"
"30_abg","650_bop"
"30_abg","658_gai"
"30_abg","666_bqs"
"30_abg","672_brq"
"30_abg","695_buk"
"30_abg","702_bmp"
"30_abg","709_buv"
"30_abg","882_afi"
"30_abg","1070_NA"
"30_abg","1151_dui"
"30_abg","1165_gve"
"30_abg","1295_faa"
"30_abg","1415_grq"
"30_abg","1502_gka"
"30_abg","1542_tmd"
"30_abg","1664_igg"
"30_abg","1679_mzu"
"30_abg","1700_ipo"
"30_abg","1879_kct"
"30_abg","1896_tbd"
"30_abg","1923_klp"
"30_abg","1927_kyy"
"30_abg","1943_igm"
"30_abg","1980_tzx"
"30_abg","2036_kcb"
"30_abg","2124_prm"
"30_abg","2142_kco"
"30_abg","2152_geb"
"30_abg","2195_xoi"
"30_abg","2210_xop"
"30_abg","2239_xow"
"30_abg","2326_faj"
"30_abg","2369_lbu"
"30_abg","2411_lnm"
"30_abg","2473_lll"
"30_abg","2563_grg"
"30_abg","2603_mmt"
"30_abg","2620_mhf"
"30_abg","2627_mva"
"30_abg","2631_pmr"
"30_abg","2634_ate"
"30_abg","2675_mlh"
"30_abg","2694_mbw"
"30_abg","2730_mjj"
"30_abg","2731_mcz"
"30_abg","2773_afd"
"30_abg","2786_mvk"
"30_abg","2833_mpn"
"30_abg","2865_kql"
"30_abg","2883_mvq"
"30_abg","2907_msz"
"30_abg","2914_mgt"
"30_abg","2925_mxk"
"30_abg","2935_msx"
"30_abg","2942_mqv"
"30_abg","2981_mpv"
"30_abg","3000_msu"
"30_abg","3023_srf"
"30_abg","3033_nbk"
"30_abg","3315_klt"
"30_abg","3320_sij"
"30_abg","3525_pwa"
"30_abg","3592_pnn"
"30_abg","3622_pix"
"30_abg","3675_iar"
"30_abg","3722_rao"
"30_abg","3771_rmk"
"30_abg","3827_swm"
"30_abg","3854_sra"
"30_abg","3904_sej"
"30_abg","3915_spe"
"30_abg","3916_spm"
"30_abg","4007_xsp"
"30_abg","4034_sbq"
"30_abg","4061_smc"
"30_abg","4167_ssu"
"30_abg","4203_gpn"
"30_abg","4241_tgu"
"30_abg","4242_tbs"
"30_abg","4554_ukg"
"30_abg","4560_yla"
