"1_knw","24_huc"
"1_knw","2076_xkv"
"1_knw","2109_naq"
"1_knw","2122_NA"
"1_knw","2213_kqz"
"1_knw","3014_ngh"
"1_knw","4025_NA"
"3_knw","14_hnh"
"3_knw","15_gnk"
"3_knw","19_gwj"
"3_knw","27_aue"
"3_knw","28_aue"
"3_knw","1558_her"
"3_knw","1559_her"
"3_knw","1560_her"
"3_knw","1598_hoo"
"3_knw","1819_ktz"
"3_knw","1820_ktz"
"3_knw","2118_xuu"
"3_knw","2119_xuu"
"3_knw","2120_xuu"
"3_knw","2121_xuu"
"3_knw","3077_nhr"
"3_knw","3078_nhr"
"3_knw","4145_sbs"
"3_knw","4146_sbs"
"3_knw","4176_nmn"
"3_knw","4177_nmn"
"3_knw","4475_NA"
"3_knw","4975_yax"
"3_knw","4976_yax"
"3_knw","5011_yey"
"3_knw","5013_yey"
"10_taa","79_aht"
"10_taa","1064_tfn"
"10_taa","1277_eya"
"10_taa","1508_gwi"
"10_taa","1533_haa"
"10_taa","1534_haa"
"10_taa","1596_hoi"
"10_taa","2241_koy"
"10_taa","4229_tcb"
"10_taa","4582_kuu"
"10_taa","4588_tau"
"10_taa","4590_tau"
"14_hnh","15_gnk"
"14_hnh","19_gwj"
"14_hnh","27_aue"
"14_hnh","28_aue"
"14_hnh","1134_dov"
"14_hnh","1558_her"
"14_hnh","1560_her"
"14_hnh","1598_hoo"
"14_hnh","1819_ktz"
"14_hnh","1820_ktz"
"14_hnh","2118_xuu"
"14_hnh","2119_xuu"
"14_hnh","2120_xuu"
"14_hnh","2121_xuu"
"14_hnh","2763_mxo"
"14_hnh","3009_NA"
"14_hnh","3077_nhr"
"14_hnh","3078_nhr"
"14_hnh","4144_sbs"
"14_hnh","4145_sbs"
"14_hnh","4146_sbs"
"14_hnh","4475_NA"
"14_hnh","4975_yax"
"14_hnh","4976_yax"
"14_hnh","5011_yey"
"14_hnh","5013_yey"
"15_gnk","19_gwj"
"15_gnk","24_huc"
"15_gnk","27_aue"
"15_gnk","1558_her"
"15_gnk","1560_her"
"15_gnk","1598_hoo"
"15_gnk","1819_ktz"
"15_gnk","1820_ktz"
"15_gnk","2076_xkv"
"15_gnk","2109_naq"
"15_gnk","2118_xuu"
"15_gnk","2119_xuu"
"15_gnk","3050_nmq"
"15_gnk","3077_nhr"
"15_gnk","3078_nhr"
"15_gnk","3980_shg"
"15_gnk","4145_sbs"
"15_gnk","4176_nmn"
"15_gnk","4177_nmn"
"15_gnk","4471_hio"
"15_gnk","4475_NA"
"15_gnk","4482_two"
"15_gnk","4975_yax"
"15_gnk","4976_yax"
"15_gnk","5011_yey"
"15_gnk","5013_yey"
"19_gwj","24_huc"
"19_gwj","27_aue"
"19_gwj","1558_her"
"19_gwj","1560_her"
"19_gwj","1598_hoo"
"19_gwj","1819_ktz"
"19_gwj","1820_ktz"
"19_gwj","2076_xkv"
"19_gwj","2109_naq"
"19_gwj","2118_xuu"
"19_gwj","2119_xuu"
"19_gwj","3050_nmq"
"19_gwj","3077_nhr"
"19_gwj","3078_nhr"
"19_gwj","3980_shg"
"19_gwj","4145_sbs"
"19_gwj","4176_nmn"
"19_gwj","4177_nmn"
"19_gwj","4471_hio"
"19_gwj","4475_NA"
"19_gwj","4975_yax"
"19_gwj","4976_yax"
"19_gwj","5011_yey"
"19_gwj","5013_yey"
"24_huc","27_aue"
"24_huc","1560_her"
"24_huc","1598_hoo"
"24_huc","1820_ktz"
"24_huc","2076_xkv"
"24_huc","2109_naq"
"24_huc","2122_NA"
"24_huc","2213_kqz"
"24_huc","3050_nmq"
"24_huc","3077_nhr"
"24_huc","3078_nhr"
"24_huc","3980_shg"
"24_huc","4176_nmn"
"24_huc","4177_nmn"
"24_huc","4471_hio"
"24_huc","4482_two"
"27_aue","1558_her"
"27_aue","1560_her"
"27_aue","1598_hoo"
"27_aue","1819_ktz"
"27_aue","1820_ktz"
"27_aue","2076_xkv"
"27_aue","2109_naq"
"27_aue","2118_xuu"
"27_aue","2119_xuu"
"27_aue","2121_xuu"
"27_aue","3050_nmq"
"27_aue","3077_nhr"
"27_aue","3078_nhr"
"27_aue","4144_sbs"
"27_aue","4145_sbs"
"27_aue","4146_sbs"
"27_aue","4176_nmn"
"27_aue","4177_nmn"
"27_aue","4475_NA"
"27_aue","4975_yax"
"27_aue","4976_yax"
"27_aue","5011_yey"
"27_aue","5013_yey"
"28_aue","1558_her"
"28_aue","1559_her"
"28_aue","1577_dhm"
"28_aue","1578_dhm"
"28_aue","1819_ktz"
"28_aue","2105_naq"
"28_aue","2120_xuu"
"29_aas","127_wbj"
"29_aas","641_bou"
"29_aas","729_bds"
